1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
0,KERI,10,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
1,MARY,20,
